nta_code,NTAName,borough,year_month,date,borough_count,n_ntas,estimated_count
BK0802,Crown Heights (North),Brooklyn,2022-03,2022-03-01,1642.0,53,32.34064267297531
BK0802,Crown Heights (North),Brooklyn,2022-04,2022-04-01,1540.0,53,30.331662433850163
BK0802,Crown Heights (North),Brooklyn,2022-05,2022-05-01,2155.0,53,42.44463152269292
BK0802,Crown Heights (North),Brooklyn,2022-06,2022-06-01,1508.0,53,29.701394123536392
BK0802,Crown Heights (North),Brooklyn,2022-07,2022-07-01,1377.0,53,27.1212332281894
BK0802,Crown Heights (North),Brooklyn,2022-08,2022-08-01,1308.0,53,25.762217184075332
BK0802,Crown Heights (North),Brooklyn,2022-09,2022-09-01,1827.0,53,35.984381341976786
BK0802,Crown Heights (North),Brooklyn,2022-10,2022-10-01,2066.0,53,40.69169778463275
BK0802,Crown Heights (North),Brooklyn,2022-11,2022-11-01,1706.0,53,33.60117929360284
BK0802,Crown Heights (North),Brooklyn,2022-12,2022-12-01,1329.0,53,26.175830762718743
BK0802,Crown Heights (North),Brooklyn,2023-01,2023-01-01,1378.0,53,27.140929112886703
BK0802,Crown Heights (North),Brooklyn,2023-02,2023-02-01,1594.0,53,31.39524020750465
BK0802,Crown Heights (North),Brooklyn,2023-03,2023-03-01,1633.0,53,32.16337971069956
BK0802,Crown Heights (North),Brooklyn,2023-04,2023-04-01,1914.0,53,37.697923310642345
BK0802,Crown Heights (North),Brooklyn,2023-05,2023-05-01,1931.0,53,38.032753350496534
BK0802,Crown Heights (North),Brooklyn,2023-06,2023-06-01,1760.0,53,34.66475706725733
BK0802,Crown Heights (North),Brooklyn,2023-07,2023-07-01,1442.0,53,28.401465733514243
BK0802,Crown Heights (North),Brooklyn,2023-08,2023-08-01,1449.0,53,28.539336926395382
BK0802,Crown Heights (North),Brooklyn,2023-09,2023-09-01,1753.0,53,34.52688587437619
BK0802,Crown Heights (North),Brooklyn,2023-10,2023-10-01,2030.0,53,39.98264593552976
BK0802,Crown Heights (North),Brooklyn,2023-11,2023-11-01,1857.0,53,36.57525788289594
BK0802,Crown Heights (North),Brooklyn,2023-12,2023-12-01,1815.0,53,35.74803072560912
BK0802,Crown Heights (North),Brooklyn,2024-01,2024-01-01,1689.0,53,33.26634925374865
BK0802,Crown Heights (North),Brooklyn,2024-02,2024-02-01,1461.0,53,28.775687542763045
BK0802,Crown Heights (North),Brooklyn,2024-03,2024-03-01,1538.0,53,30.292270664455554
BK0802,Crown Heights (North),Brooklyn,2024-04,2024-04-01,1636.0,53,32.22246736479147
BK0802,Crown Heights (North),Brooklyn,2024-05,2024-05-01,1928.0,53,37.973665696404616
BK0802,Crown Heights (North),Brooklyn,2024-06,2024-06-01,1406.0,53,27.692413884411252
BK0802,Crown Heights (North),Brooklyn,2024-07,2024-07-01,1334.0,53,26.27431018620527
BK0802,Crown Heights (North),Brooklyn,2024-08,2024-08-01,1423.0,53,28.02724392426544
BK0802,Crown Heights (North),Brooklyn,2024-09,2024-09-01,1775.0,53,34.96019533771691
BK0802,Crown Heights (North),Brooklyn,2024-10,2024-10-01,1834.0,53,36.12225253485792
BK0802,Crown Heights (North),Brooklyn,2024-11,2024-11-01,1657.0,53,32.636080943434884
BK0802,Crown Heights (North),Brooklyn,2024-12,2024-12-01,1715.0,53,33.77844225587859
BK0802,Crown Heights (North),Brooklyn,2025-01,2025-01-01,1489.0,53,29.327172314287594
BK0802,Crown Heights (North),Brooklyn,2025-02,2025-02-01,1240.0,53,24.42289702465857
BK0802,Crown Heights (North),Brooklyn,2025-03,2025-03-01,1558.0,53,30.686188358401658
BK0802,Crown Heights (North),Brooklyn,2025-04,2025-04-01,1784.0,53,35.13745829999266
BK0802,Crown Heights (North),Brooklyn,2025-05,2025-05-01,1973.0,53,38.859980507783355
BK0802,Crown Heights (North),Brooklyn,2025-06,2025-06-01,1433.0,53,28.224202771238495
BK0802,Crown Heights (North),Brooklyn,2025-07,2025-07-01,1376.0,53,27.101537343492094
BK0802,Crown Heights (North),Brooklyn,2025-08,2025-08-01,1437.0,53,28.302986310027716
BK0802,Crown Heights (North),Brooklyn,2025-09,2025-09-01,1716.0,53,33.798138140575894
BK0802,Crown Heights (North),Brooklyn,2025-10,2025-10-01,1699.0,53,33.463308100721704
BK0802,Crown Heights (North),Brooklyn,2025-11,2025-11-01,50.0,53,0.9847942348652651
BK0901,Crown Heights (South),Brooklyn,2022-03,2022-03-01,1642.0,53,34.93037385837829
BK0901,Crown Heights (South),Brooklyn,2022-04,2022-04-01,1540.0,53,32.76052115828415
BK0901,Crown Heights (South),Brooklyn,2022-05,2022-05-01,2155.0,53,45.843456555910606
BK0901,Crown Heights (South),Brooklyn,2022-06,2022-06-01,1508.0,53,32.07978305629383
BK0901,Crown Heights (South),Brooklyn,2022-07,2022-07-01,1377.0,53,29.293011451270953
BK0901,Crown Heights (South),Brooklyn,2022-08,2022-08-01,1308.0,53,27.82516991885433
BK0901,Crown Heights (South),Brooklyn,2022-09,2022-09-01,1827.0,53,38.86589101050983
BK0901,Crown Heights (South),Brooklyn,2022-10,2022-10-01,2066.0,53,43.95015370975003
BK0901,Crown Heights (South),Brooklyn,2022-11,2022-11-01,1706.0,53,36.29185006235893
BK0901,Crown Heights (South),Brooklyn,2022-12,2022-12-01,1329.0,53,28.271904298285474
BK0901,Crown Heights (South),Brooklyn,2023-01,2023-01-01,1378.0,53,29.31428451695815
BK0901,Crown Heights (South),Brooklyn,2023-02,2023-02-01,1594.0,53,33.90926670539281
BK0901,Crown Heights (South),Brooklyn,2023-03,2023-03-01,1633.0,53,34.73891626719352
BK0901,Crown Heights (South),Brooklyn,2023-04,2023-04-01,1914.0,53,40.71664772529601
BK0901,Crown Heights (South),Brooklyn,2023-05,2023-05-01,1931.0,53,41.07828984197837
BK0901,Crown Heights (South),Brooklyn,2023-06,2023-06-01,1760.0,53,37.44059560946759
BK0901,Crown Heights (South),Brooklyn,2023-07,2023-07-01,1442.0,53,30.67576072093879
BK0901,Crown Heights (South),Brooklyn,2023-08,2023-08-01,1449.0,53,30.824672180749175
BK0901,Crown Heights (South),Brooklyn,2023-09,2023-09-01,1753.0,53,37.291684149657215
BK0901,Crown Heights (South),Brooklyn,2023-10,2023-10-01,2030.0,53,43.18432334501092
BK0901,Crown Heights (South),Brooklyn,2023-11,2023-11-01,1857.0,53,39.504082981125755
BK0901,Crown Heights (South),Brooklyn,2023-12,2023-12-01,1815.0,53,38.61061422226346
BK0901,Crown Heights (South),Brooklyn,2024-01,2024-01-01,1689.0,53,35.93020794567657
BK0901,Crown Heights (South),Brooklyn,2024-02,2024-02-01,1461.0,53,31.079948968995545
BK0901,Crown Heights (South),Brooklyn,2024-03,2024-03-01,1538.0,53,32.71797502690975
BK0901,Crown Heights (South),Brooklyn,2024-04,2024-04-01,1636.0,53,34.80273546425511
BK0901,Crown Heights (South),Brooklyn,2024-05,2024-05-01,1928.0,53,41.01447064491678
BK0901,Crown Heights (South),Brooklyn,2024-06,2024-06-01,1406.0,53,29.90993035619968
BK0901,Crown Heights (South),Brooklyn,2024-07,2024-07-01,1334.0,53,28.378269626721462
BK0901,Crown Heights (South),Brooklyn,2024-08,2024-08-01,1423.0,53,30.27157247288204
BK0901,Crown Heights (South),Brooklyn,2024-09,2024-09-01,1775.0,53,37.75969159477556
BK0901,Crown Heights (South),Brooklyn,2024-10,2024-10-01,1834.0,53,39.01480247032021
BK0901,Crown Heights (South),Brooklyn,2024-11,2024-11-01,1657.0,53,35.249469843686256
BK0901,Crown Heights (South),Brooklyn,2024-12,2024-12-01,1715.0,53,36.48330765354371
BK0901,Crown Heights (South),Brooklyn,2025-01,2025-01-01,1489.0,53,31.675594808237072
BK0901,Crown Heights (South),Brooklyn,2025-02,2025-02-01,1240.0,53,26.378601452124897
BK0901,Crown Heights (South),Brooklyn,2025-03,2025-03-01,1558.0,53,33.1434363406537
BK0901,Crown Heights (South),Brooklyn,2025-04,2025-04-01,1784.0,53,37.95114918596033
BK0901,Crown Heights (South),Brooklyn,2025-05,2025-05-01,1973.0,53,41.971758600840666
BK0901,Crown Heights (South),Brooklyn,2025-06,2025-06-01,1433.0,53,30.484303129754014
BK0901,Crown Heights (South),Brooklyn,2025-07,2025-07-01,1376.0,53,29.271738385583756
BK0901,Crown Heights (South),Brooklyn,2025-08,2025-08-01,1437.0,53,30.569395392502805
BK0901,Crown Heights (South),Brooklyn,2025-09,2025-09-01,1716.0,53,36.50458071923091
BK0901,Crown Heights (South),Brooklyn,2025-10,2025-10-01,1699.0,53,36.14293860254855
BK0901,Crown Heights (South),Brooklyn,2025-11,2025-11-01,50.0,53,1.063653284359875
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2022-03,2022-03-01,1642.0,53,32.86815312499232
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2022-04,2022-04-01,1540.0,53,30.82640427069925
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2022-05,2022-05-01,2155.0,53,43.136948833348626
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2022-06,2022-06-01,1508.0,53,30.185855610528876
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2022-07,2022-07-01,1377.0,53,27.56360953295641
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2022-08,2022-08-01,1308.0,53,26.182426484464038
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2022-09,2022-09-01,1827.0,53,36.57132506660229
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2022-10,2022-10-01,2066.0,53,41.355422872249775
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2022-11,2022-11-01,1706.0,53,34.14925044533307
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2022-12,2022-12-01,1329.0,53,26.602786542700848
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2023-01,2023-01-01,1378.0,53,27.583626678586732
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2023-02,2023-02-01,1594.0,53,31.907330134736757
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2023-03,2023-03-01,1633.0,53,32.6879988143194
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2023-04,2023-04-01,1914.0,53,38.312816736440496
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2023-05,2023-05-01,1931.0,53,38.653108212156006
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2023-06,2023-06-01,1760.0,53,35.23017630937057
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2023-07,2023-07-01,1442.0,53,28.86472399892748
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2023-08,2023-08-01,1449.0,53,29.00484401833975
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2023-09,2023-09-01,1753.0,53,35.090056289958305
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2023-10,2023-10-01,2030.0,53,40.6348056295581
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2023-11,2023-11-01,1857.0,53,37.17183943551202
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2023-12,2023-12-01,1815.0,53,36.3311193190384
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2024-01,2024-01-01,1689.0,53,33.80895896961756
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2024-02,2024-02-01,1461.0,53,29.24504976590364
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2024-03,2024-03-01,1538.0,53,30.786369979438604
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2024-04,2024-04-01,1636.0,53,32.74805025121037
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2024-05,2024-05-01,1928.0,53,38.59305677526503
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2024-06,2024-06-01,1406.0,53,28.14410675623581
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2024-07,2024-07-01,1334.0,53,26.702872270852467
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2024-08,2024-08-01,1423.0,53,28.48439823195132
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2024-09,2024-09-01,1775.0,53,35.530433493825434
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2024-10,2024-10-01,1834.0,53,36.711445086014564
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2024-11,2024-11-01,1657.0,53,33.16841030944718
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2024-12,2024-12-01,1715.0,53,34.329404756005985
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2025-01,2025-01-01,1489.0,53,29.805529843552716
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2025-02,2025-02-01,1240.0,53,24.821260581601994
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2025-03,2025-03-01,1558.0,53,31.186712892045087
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2025-04,2025-04-01,1784.0,53,35.71058780449835
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2025-05,2025-05-01,1973.0,53,39.493828328629625
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2025-06,2025-06-01,1433.0,53,28.684569688254562
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2025-07,2025-07-01,1376.0,53,27.543592387326083
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2025-08,2025-08-01,1437.0,53,28.76463827077586
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2025-09,2025-09-01,1716.0,53,34.349421901636305
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2025-10,2025-10-01,1699.0,53,34.009130425920794
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,2025-11,2025-11-01,50.0,53,1.0008572815162093
BK1001,Bay Ridge,Brooklyn,2022-03,2022-03-01,1642.0,53,33.46847711379898
BK1001,Bay Ridge,Brooklyn,2022-04,2022-04-01,1540.0,53,31.38943651355081
BK1001,Bay Ridge,Brooklyn,2022-05,2022-05-01,2155.0,53,43.92482836798831
BK1001,Bay Ridge,Brooklyn,2022-06,2022-06-01,1508.0,53,30.737188482100404
BK1001,Bay Ridge,Brooklyn,2022-07,2022-07-01,1377.0,53,28.067048103350302
BK1001,Bay Ridge,Brooklyn,2022-08,2022-08-01,1308.0,53,26.660638285535363
BK1001,Bay Ridge,Brooklyn,2022-09,2022-09-01,1827.0,53,37.23928604562164
BK1001,Bay Ridge,Brooklyn,2022-10,2022-10-01,2066.0,53,42.11076353051686
BK1001,Bay Ridge,Brooklyn,2022-11,2022-11-01,1706.0,53,34.77297317669979
BK1001,Bay Ridge,Brooklyn,2022-12,2022-12-01,1329.0,53,27.08867605617469
BK1001,Bay Ridge,Brooklyn,2023-01,2023-01-01,1378.0,53,28.087430854333128
BK1001,Bay Ridge,Brooklyn,2023-02,2023-02-01,1594.0,53,32.49010506662337
BK1001,Bay Ridge,Brooklyn,2023-03,2023-03-01,1633.0,53,33.28503235495355
BK1001,Bay Ridge,Brooklyn,2023-04,2023-04-01,1914.0,53,39.01258538112744
BK1001,Bay Ridge,Brooklyn,2023-05,2023-05-01,1931.0,53,39.35909214783546
BK1001,Bay Ridge,Brooklyn,2023-06,2023-06-01,1760.0,53,35.87364172977235
BK1001,Bay Ridge,Brooklyn,2023-07,2023-07-01,1442.0,53,29.391926917233942
BK1001,Bay Ridge,Brooklyn,2023-08,2023-08-01,1449.0,53,29.534606174113716
BK1001,Bay Ridge,Brooklyn,2023-09,2023-09-01,1753.0,53,35.73096247289258
BK1001,Bay Ridge,Brooklyn,2023-10,2023-10-01,2030.0,53,41.37698449513516
BK1001,Bay Ridge,Brooklyn,2023-11,2023-11-01,1857.0,53,37.8507685751064
BK1001,Bay Ridge,Brooklyn,2023-12,2023-12-01,1815.0,53,36.99469303382774
BK1001,Bay Ridge,Brooklyn,2024-01,2024-01-01,1689.0,53,34.42646640999177
BK1001,Bay Ridge,Brooklyn,2024-02,2024-02-01,1461.0,53,29.77919918590762
BK1001,Bay Ridge,Brooklyn,2024-03,2024-03-01,1538.0,53,31.34867101158516
BK1001,Bay Ridge,Brooklyn,2024-04,2024-04-01,1636.0,53,33.34618060790203
BK1001,Bay Ridge,Brooklyn,2024-05,2024-05-01,1928.0,53,39.29794389488699
BK1001,Bay Ridge,Brooklyn,2024-06,2024-06-01,1406.0,53,28.658147881852233
BK1001,Bay Ridge,Brooklyn,2024-07,2024-07-01,1334.0,53,27.19058981108882
BK1001,Bay Ridge,Brooklyn,2024-08,2024-08-01,1423.0,53,29.004654648560262
BK1001,Bay Ridge,Brooklyn,2024-09,2024-09-01,1775.0,53,36.17938299451473
BK1001,Bay Ridge,Brooklyn,2024-10,2024-10-01,1834.0,53,37.38196530250142
BK1001,Bay Ridge,Brooklyn,2024-11,2024-11-01,1657.0,53,33.774218378541356
BK1001,Bay Ridge,Brooklyn,2024-12,2024-12-01,1715.0,53,34.95641793554522
BK1001,Bay Ridge,Brooklyn,2025-01,2025-01-01,1489.0,53,30.349916213426724
BK1001,Bay Ridge,Brooklyn,2025-02,2025-02-01,1240.0,53,25.27461121870325
BK1001,Bay Ridge,Brooklyn,2025-03,2025-03-01,1558.0,53,31.756326031241663
BK1001,Bay Ridge,Brooklyn,2025-04,2025-04-01,1784.0,53,36.36282775336016
BK1001,Bay Ridge,Brooklyn,2025-05,2025-05-01,1973.0,53,40.215167689114125
BK1001,Bay Ridge,Brooklyn,2025-06,2025-06-01,1433.0,53,29.208482158388513
BK1001,Bay Ridge,Brooklyn,2025-07,2025-07-01,1376.0,53,28.046665352367476
BK1001,Bay Ridge,Brooklyn,2025-08,2025-08-01,1437.0,53,29.290013162319813
BK1001,Bay Ridge,Brooklyn,2025-09,2025-09-01,1716.0,53,34.976800686528044
BK1001,Bay Ridge,Brooklyn,2025-10,2025-10-01,1699.0,53,34.63029391982002
BK1001,Bay Ridge,Brooklyn,2025-11,2025-11-01,50.0,53,1.01913754914126
BK1002,Dyker Heights,Brooklyn,2022-03,2022-03-01,1642.0,53,32.17680319915885
BK1002,Dyker Heights,Brooklyn,2022-04,2022-04-01,1540.0,53,30.178000564375534
BK1002,Dyker Heights,Brooklyn,2022-05,2022-05-01,2155.0,53,42.229604685863166
BK1002,Dyker Heights,Brooklyn,2022-06,2022-06-01,1508.0,53,29.550925227972925
BK1002,Dyker Heights,Brooklyn,2022-07,2022-07-01,1377.0,53,26.983835569574747
BK1002,Dyker Heights,Brooklyn,2022-08,2022-08-01,1308.0,53,25.63170437545662
BK1002,Dyker Heights,Brooklyn,2022-09,2022-09-01,1827.0,53,35.80208248773643
BK1002,Dyker Heights,Brooklyn,2022-10,2022-10-01,2066.0,53,40.48555140649341
BK1002,Dyker Heights,Brooklyn,2022-11,2022-11-01,1706.0,53,33.430953871964064
BK1002,Dyker Heights,Brooklyn,2022-12,2022-12-01,1329.0,53,26.043222564970833
BK1002,Dyker Heights,Brooklyn,2023-01,2023-01-01,1378.0,53,27.003431673837326
BK1002,Dyker Heights,Brooklyn,2023-02,2023-02-01,1594.0,53,31.236190194554936
BK1002,Dyker Heights,Brooklyn,2023-03,2023-03-01,1633.0,53,32.00043826079561
BK1002,Dyker Heights,Brooklyn,2023-04,2023-04-01,1914.0,53,37.50694355858102
BK1002,Dyker Heights,Brooklyn,2023-05,2023-05-01,1931.0,53,37.8400773310449
BK1002,Dyker Heights,Brooklyn,2023-06,2023-06-01,1760.0,53,34.48914350214346
BK1002,Dyker Heights,Brooklyn,2023-07,2023-07-01,1442.0,53,28.257582346642543
BK1002,Dyker Heights,Brooklyn,2023-08,2023-08-01,1449.0,53,28.394755076480614
BK1002,Dyker Heights,Brooklyn,2023-09,2023-09-01,1753.0,53,34.35197077230539
BK1002,Dyker Heights,Brooklyn,2023-10,2023-10-01,2030.0,53,39.78009165304048
BK1002,Dyker Heights,Brooklyn,2023-11,2023-11-01,1857.0,53,36.389965615613875
BK1002,Dyker Heights,Brooklyn,2023-12,2023-12-01,1815.0,53,35.56692923658545
BK1002,Dyker Heights,Brooklyn,2024-01,2024-01-01,1689.0,53,33.097820099500176
BK1002,Dyker Heights,Brooklyn,2024-02,2024-02-01,1461.0,53,28.629908327631593
BK1002,Dyker Heights,Brooklyn,2024-03,2024-03-01,1538.0,53,30.13880835585037
BK1002,Dyker Heights,Brooklyn,2024-04,2024-04-01,1636.0,53,32.05922657358336
BK1002,Dyker Heights,Brooklyn,2024-05,2024-05-01,1928.0,53,37.78128901825716
BK1002,Dyker Heights,Brooklyn,2024-06,2024-06-01,1406.0,53,27.552122593189612
BK1002,Dyker Heights,Brooklyn,2024-07,2024-07-01,1334.0,53,26.141203086283742
BK1002,Dyker Heights,Brooklyn,2024-08,2024-08-01,1423.0,53,27.885256365653497
BK1002,Dyker Heights,Brooklyn,2024-09,2024-09-01,1775.0,53,34.78308506608219
BK1002,Dyker Heights,Brooklyn,2024-10,2024-10-01,1834.0,53,35.9392552175745
BK1002,Dyker Heights,Brooklyn,2024-11,2024-11-01,1657.0,53,32.47074476309757
BK1002,Dyker Heights,Brooklyn,2024-12,2024-12-01,1715.0,53,33.6073188103273
BK1002,Dyker Heights,Brooklyn,2025-01,2025-01-01,1489.0,53,29.178599246983875
BK1002,Dyker Heights,Brooklyn,2025-02,2025-02-01,1240.0,53,24.299169285601078
BK1002,Dyker Heights,Brooklyn,2025-03,2025-03-01,1558.0,53,30.530730441102
BK1002,Dyker Heights,Brooklyn,2025-04,2025-04-01,1784.0,53,34.95945000444542
BK1002,Dyker Heights,Brooklyn,2025-05,2025-05-01,1973.0,53,38.66311371007333
BK1002,Dyker Heights,Brooklyn,2025-06,2025-06-01,1433.0,53,28.08121740827931
BK1002,Dyker Heights,Brooklyn,2025-07,2025-07-01,1376.0,53,26.964239465312165
BK1002,Dyker Heights,Brooklyn,2025-08,2025-08-01,1437.0,53,28.159601825329638
BK1002,Dyker Heights,Brooklyn,2025-09,2025-09-01,1716.0,53,33.62691491458988
BK1002,Dyker Heights,Brooklyn,2025-10,2025-10-01,1699.0,53,33.293781142125994
BK1002,Dyker Heights,Brooklyn,2025-11,2025-11-01,50.0,53,0.9798052131290758
BK1101,Bensonhurst,Brooklyn,2022-03,2022-03-01,1642.0,53,20.533128861412774
BK1101,Bensonhurst,Brooklyn,2022-04,2022-04-01,1540.0,53,19.25762390169042
BK1101,Bensonhurst,Brooklyn,2022-05,2022-05-01,2155.0,53,26.948168511781077
BK1101,Bensonhurst,Brooklyn,2022-06,2022-06-01,1508.0,53,18.857465482953998
BK1101,Bensonhurst,Brooklyn,2022-07,2022-07-01,1377.0,53,17.21931695625176
BK1101,Bensonhurst,Brooklyn,2022-08,2022-08-01,1308.0,53,16.356475365851345
BK1101,Bensonhurst,Brooklyn,2022-09,2022-09-01,1827.0,53,22.846544719732726
BK1101,Bensonhurst,Brooklyn,2022-10,2022-10-01,2066.0,53,25.835227909670394
BK1101,Bensonhurst,Brooklyn,2022-11,2022-11-01,1706.0,53,21.333445698885622
BK1101,Bensonhurst,Brooklyn,2022-12,2022-12-01,1329.0,53,16.619079328147123
BK1101,Bensonhurst,Brooklyn,2023-01,2023-01-01,1378.0,53,17.231821906837272
BK1101,Bensonhurst,Brooklyn,2023-02,2023-02-01,1594.0,53,19.932891233308137
BK1101,Bensonhurst,Brooklyn,2023-03,2023-03-01,1633.0,53,20.420584306143155
BK1101,Bensonhurst,Brooklyn,2023-04,2023-04-01,1914.0,53,23.93447542067238
BK1101,Bensonhurst,Brooklyn,2023-05,2023-05-01,1931.0,53,24.147059580626106
BK1101,Bensonhurst,Brooklyn,2023-06,2023-06-01,1760.0,53,22.008713030503337
BK1101,Bensonhurst,Brooklyn,2023-07,2023-07-01,1442.0,53,18.03213874431012
BK1101,Bensonhurst,Brooklyn,2023-08,2023-08-01,1449.0,53,18.119673398408715
BK1101,Bensonhurst,Brooklyn,2023-09,2023-09-01,1753.0,53,21.921178376404747
BK1101,Bensonhurst,Brooklyn,2023-10,2023-10-01,2030.0,53,25.38504968859192
BK1101,Bensonhurst,Brooklyn,2023-11,2023-11-01,1857.0,53,23.221693237298123
BK1101,Bensonhurst,Brooklyn,2023-12,2023-12-01,1815.0,53,22.696485312706567
BK1101,Bensonhurst,Brooklyn,2024-01,2024-01-01,1689.0,53,21.120861538931898
BK1101,Bensonhurst,Brooklyn,2024-02,2024-02-01,1461.0,53,18.269732805434874
BK1101,Bensonhurst,Brooklyn,2024-03,2024-03-01,1538.0,53,19.232614000519394
BK1101,Bensonhurst,Brooklyn,2024-04,2024-04-01,1636.0,53,20.458099157899692
BK1101,Bensonhurst,Brooklyn,2024-05,2024-05-01,1928.0,53,24.109544728869565
BK1101,Bensonhurst,Brooklyn,2024-06,2024-06-01,1406.0,53,17.581960523231643
BK1101,Bensonhurst,Brooklyn,2024-07,2024-07-01,1334.0,53,16.68160408107469
BK1101,Bensonhurst,Brooklyn,2024-08,2024-08-01,1423.0,53,17.794544683185368
BK1101,Bensonhurst,Brooklyn,2024-09,2024-09-01,1775.0,53,22.196287289286037
BK1101,Bensonhurst,Brooklyn,2024-10,2024-10-01,1834.0,53,22.93407937383132
BK1101,Bensonhurst,Brooklyn,2024-11,2024-11-01,1657.0,53,20.720703120195473
BK1101,Bensonhurst,Brooklyn,2024-12,2024-12-01,1715.0,53,21.44599025415524
BK1101,Bensonhurst,Brooklyn,2025-01,2025-01-01,1489.0,53,18.619871421829245
BK1101,Bensonhurst,Brooklyn,2025-02,2025-02-01,1240.0,53,15.506138726036443
BK1101,Bensonhurst,Brooklyn,2025-03,2025-03-01,1558.0,53,19.48271301222966
BK1101,Bensonhurst,Brooklyn,2025-04,2025-04-01,1784.0,53,22.308831844555655
BK1101,Bensonhurst,Brooklyn,2025-05,2025-05-01,1973.0,53,24.67226750521766
BK1101,Bensonhurst,Brooklyn,2025-06,2025-06-01,1433.0,53,17.919594189040502
BK1101,Bensonhurst,Brooklyn,2025-07,2025-07-01,1376.0,53,17.206812005666247
BK1101,Bensonhurst,Brooklyn,2025-08,2025-08-01,1437.0,53,17.969613991382555
BK1101,Bensonhurst,Brooklyn,2025-09,2025-09-01,1716.0,53,21.458495204740753
BK1101,Bensonhurst,Brooklyn,2025-10,2025-10-01,1699.0,53,21.24591104478703
BK1101,Bensonhurst,Brooklyn,2025-11,2025-11-01,50.0,53,0.625247529275663
BK1102,Bath Beach,Brooklyn,2022-03,2022-03-01,1642.0,53,35.66680398281853
BK1102,Bath Beach,Brooklyn,2022-04,2022-04-01,1540.0,53,33.4512047098298
BK1102,Bath Beach,Brooklyn,2022-05,2022-05-01,2155.0,53,46.80996503226183
BK1102,Bath Beach,Brooklyn,2022-06,2022-06-01,1508.0,53,32.756114741833336
BK1102,Bath Beach,Brooklyn,2022-07,2022-07-01,1377.0,53,29.910590185347814
BK1102,Bath Beach,Brooklyn,2022-08,2022-08-01,1308.0,53,28.411802441855443
BK1102,Bath Beach,Brooklyn,2022-09,2022-09-01,1827.0,53,39.685292860298084
BK1102,Bath Beach,Brooklyn,2022-10,2022-10-01,2066.0,53,44.876746058771666
BK1102,Bath Beach,Brooklyn,2022-11,2022-11-01,1706.0,53,37.056983918811454
BK1102,Bath Beach,Brooklyn,2022-12,2022-12-01,1329.0,53,28.86795523335312
BK1102,Bath Beach,Brooklyn,2023-01,2023-01-01,1378.0,53,29.932311746847706
BK1102,Bath Beach,Brooklyn,2023-02,2023-02-01,1594.0,53,34.62416903082383
BK1102,Bath Beach,Brooklyn,2023-03,2023-03-01,1633.0,53,35.471309929319524
BK1102,Bath Beach,Brooklyn,2023-04,2023-04-01,1914.0,53,41.575068710788464
BK1102,Bath Beach,Brooklyn,2023-05,2023-05-01,1931.0,53,41.944335256286585
