nta_code,time,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max
BK0571,2022-10-05,15.9,12.6,28.1,29.0
BK0571,2022-10-06,22.5,11.1,0.0,12.2
BK0571,2022-10-07,24.3,12.1,0.0,17.4
BK0571,2022-10-08,14.9,8.2,0.4,20.0
BK0571,2022-10-09,16.6,6.2,0.0,20.4
BK0571,2022-10-10,20.0,7.3,0.0,20.0
BK0571,2022-10-11,19.6,7.6,0.0,13.7
BK0571,2022-10-12,19.1,9.2,0.0,24.9
BK0571,2022-10-13,21.1,13.6,4.4,27.4
BK0571,2022-10-14,19.2,10.8,5.9,26.4
BK0571,2022-10-15,19.1,8.4,0.0,24.4
BK0571,2022-10-16,17.5,10.1,0.0,12.3
BK0571,2022-10-17,18.8,11.6,8.1,19.3
BK0571,2022-10-18,13.6,7.4,0.7,16.3
BK0571,2022-10-19,12.3,4.7,0.0,27.4
BK0571,2022-10-20,14.4,5.7,0.0,27.7
BK0571,2022-10-21,16.1,6.3,0.0,12.8
BK0571,2022-10-22,17.9,7.1,0.0,11.0
BK0571,2022-10-23,15.1,9.9,15.3,21.3
BK0571,2022-10-24,17.0,12.4,8.2,21.9
BK0571,2022-10-25,21.5,14.9,6.8,13.0
BK0571,2022-10-26,21.8,16.1,0.3,16.1
BK0571,2022-10-27,17.5,10.1,0.0,25.1
BK0571,2022-10-28,12.8,6.4,0.0,18.7
BK0571,2022-10-29,14.1,4.6,0.0,13.3
BK0571,2022-10-30,16.2,4.6,0.0,11.5
BK0571,2022-10-31,17.0,11.2,5.7,13.1
BK0571,2022-11-01,19.6,13.9,6.8,16.1
BK0571,2022-11-02,20.1,10.9,0.0,16.0
BK0571,2022-11-03,17.9,8.4,0.0,11.3
BK0571,2022-11-04,19.9,8.9,0.0,14.4
BK0571,2022-11-05,22.0,14.9,0.0,27.5
BK0571,2022-11-06,23.4,17.7,0.8,22.4
BK0571,2022-11-07,23.9,13.9,0.9,24.7
BK0571,2022-11-08,13.1,7.4,0.0,22.0
BK0571,2022-11-09,10.6,3.8,0.0,18.6
BK0571,2022-11-10,16.9,6.4,0.0,13.5
BK0571,2022-11-11,19.1,11.4,15.2,38.5
BK0571,2022-11-12,20.4,14.4,2.7,37.5
BK0571,2022-11-13,14.0,5.8,3.2,30.7
BK0571,2022-11-14,7.6,2.1,0.0,20.8
BK0571,2022-11-15,8.1,1.1,6.8,24.9
BK0571,2022-11-16,11.2,4.4,12.9,27.9
BK0571,2022-11-17,8.1,2.3,0.0,35.5
BK0571,2022-11-18,6.7,0.6,0.4,32.0
BK0571,2022-11-19,4.2,-1.4,0.0,20.3
BK0571,2022-11-20,2.4,-2.0,0.1,35.1
BK0571,2022-11-21,4.2,-3.2,0.0,23.8
BK0571,2022-11-22,8.9,-0.2,0.0,21.9
BK0571,2022-11-23,11.4,0.9,0.0,13.8
BK0571,2022-11-24,10.8,0.3,0.0,14.0
BK0571,2022-11-25,11.8,4.7,2.0,27.4
BK0571,2022-11-26,12.1,4.3,0.0,21.0
BK0571,2022-11-27,14.2,4.9,15.1,33.2
BK0571,2022-11-28,12.1,4.6,0.0,27.0
BK0571,2022-11-29,6.2,0.3,0.0,14.3
BK0571,2022-11-30,13.5,1.1,12.9,42.4
BK0571,2022-12-01,6.2,0.3,0.0,29.2
BK0571,2022-12-02,5.1,-2.4,0.0,12.4
BK0571,2022-12-03,13.5,4.2,9.6,34.6
BK0571,2022-12-04,6.7,0.5,0.0,22.7
BK0571,2022-12-05,6.8,-1.8,0.0,11.3
BK0571,2022-12-06,13.2,0.2,14.1,24.3
BK0571,2022-12-07,14.6,11.4,13.3,24.1
BK0571,2022-12-08,11.6,5.7,0.0,20.0
BK0571,2022-12-09,6.9,0.2,0.0,18.7
BK0571,2022-12-10,4.5,-1.3,0.0,18.2
BK0571,2022-12-11,4.4,0.9,9.1,17.3
BK0571,2022-12-12,3.7,-2.2,1.4,21.3
BK0571,2022-12-13,4.6,-4.5,0.0,16.3
BK0571,2022-12-14,4.2,-1.9,0.0,20.7
BK0571,2022-12-15,5.3,-1.6,15.3,30.3
BK0571,2022-12-16,7.0,3.4,13.3,35.7
BK0571,2022-12-17,6.9,0.7,0.2,25.3
BK0571,2022-12-18,4.0,-2.3,0.0,23.3
BK0571,2022-12-19,3.7,-2.2,0.0,24.9
BK0571,2022-12-20,3.8,-2.3,0.0,18.4
BK0571,2022-12-21,2.9,-4.2,0.0,10.2
BK0571,2022-12-22,7.4,-2.5,7.2,30.1
BK0571,2022-12-23,13.2,-12.5,18.3,48.9
BK0571,2022-12-24,-5.3,-13.4,0.0,37.2
BK0571,2022-12-25,-1.9,-9.9,0.0,26.9
BK0571,2022-12-26,-1.2,-7.9,0.0,20.2
BK0571,2022-12-27,3.0,-5.1,0.0,13.9
BK0571,2022-12-28,6.9,-4.1,0.0,18.0
BK0571,2022-12-29,8.4,-1.2,0.0,16.6
BK0571,2022-12-30,13.1,1.0,0.0,13.0
BK0571,2022-12-31,11.4,4.7,7.8,14.1
BK0571,2023-01-01,11.8,5.0,2.6,18.4
BK0571,2023-01-02,12.4,3.5,0.6,9.8
BK0571,2023-01-03,13.0,7.8,10.7,20.8
BK0571,2023-01-04,17.9,10.6,2.2,18.4
BK0571,2023-01-05,13.1,8.0,0.1,11.9
BK0571,2023-01-06,8.4,3.4,6.1,17.0
BK0571,2023-01-07,8.2,0.3,0.0,21.5
BK0571,2023-01-08,4.3,-2.7,0.0,13.7
BK0571,2023-01-09,7.1,0.4,1.3,18.3
BK0571,2023-01-10,6.3,-0.8,0.0,15.9
BK0571,2023-01-11,3.9,-1.6,0.0,13.0
BK0571,2023-01-12,11.0,-0.8,15.5,23.0
BK0571,2023-01-13,12.8,3.5,1.3,31.2
BK0571,2023-01-14,3.2,-1.0,0.0,26.6
BK0571,2023-01-15,4.4,-2.2,0.0,33.0
BK0571,2023-01-16,7.8,-2.8,0.0,25.2
BK0571,2023-01-17,6.9,-2.3,1.4,12.0
BK0571,2023-01-18,10.9,2.3,0.2,27.1
BK0571,2023-01-19,5.9,2.0,19.4,18.0
BK0571,2023-01-20,8.9,2.3,1.6,30.5
BK0571,2023-01-21,5.8,-1.1,0.4,19.4
BK0571,2023-01-22,5.6,-3.2,5.1,15.7
BK0571,2023-01-23,3.7,1.1,14.6,25.1
BK0571,2023-01-24,8.0,-1.1,0.0,29.5
BK0571,2023-01-25,11.0,-2.2,16.0,47.2
BK0571,2023-01-26,12.1,2.8,13.4,40.0
BK0571,2023-01-27,6.1,-1.6,0.0,19.9
BK0571,2023-01-28,10.9,-0.9,0.0,23.9
BK0571,2023-01-29,10.0,0.5,0.0,19.3
BK0571,2023-01-30,11.6,2.0,0.0,12.8
BK0571,2023-01-31,6.3,0.3,2.4,17.2
BK0571,2023-02-01,3.0,-3.4,1.5,15.9
BK0571,2023-02-02,3.8,-4.1,0.0,19.9
BK0571,2023-02-03,0.2,-10.9,0.0,42.6
BK0571,2023-02-04,-4.2,-16.8,0.0,40.2
BK0571,2023-02-05,8.5,-4.3,0.0,18.2
BK0571,2023-02-06,9.8,-1.2,0.0,29.9
BK0571,2023-02-07,4.0,-4.3,5.0,21.5
BK0571,2023-02-08,10.1,0.5,2.0,22.9
BK0571,2023-02-09,11.3,-0.9,0.0,23.4
BK0571,2023-02-10,14.2,5.6,0.0,28.4
BK0571,2023-02-11,6.7,0.2,0.0,24.6
BK0571,2023-02-12,6.9,-1.1,1.6,17.7
BK0571,2023-02-13,12.8,2.0,1.1,21.8
BK0571,2023-02-14,11.2,2.3,0.0,22.8
BK0571,2023-02-15,16.0,3.2,0.0,26.3
BK0571,2023-02-16,18.9,8.4,2.8,18.1
BK0571,2023-02-17,16.2,0.3,9.4,42.5
BK0571,2023-02-18,5.4,-3.0,0.0,28.2
BK0571,2023-02-19,7.8,-0.6,1.0,30.4
BK0571,2023-02-20,15.6,4.8,0.0,24.6
BK0571,2023-02-21,8.1,1.4,5.4,17.1
BK0571,2023-02-22,5.8,-1.4,4.2,16.0
BK0571,2023-02-23,7.4,2.7,0.6,16.2
BK0571,2023-02-24,7.3,-2.3,0.0,34.3
BK0571,2023-02-25,0.4,-5.5,0.6,20.0
BK0571,2023-02-26,10.3,-3.8,0.0,33.5
BK0571,2023-02-27,4.9,-2.3,3.4,21.1
BK0571,2023-02-28,2.1,-0.2,13.3,23.1
BK0571,2023-03-01,5.8,-2.8,3.0,19.4
BK0571,2023-03-02,13.6,2.5,1.2,24.3
BK0571,2023-03-03,7.5,-1.5,2.5,30.9
BK0571,2023-03-04,7.8,2.9,43.1,40.1
BK0571,2023-03-05,12.1,-0.7,0.2,30.0
BK0571,2023-03-06,10.3,1.0,0.0,24.5
BK0571,2023-03-07,7.4,0.9,2.3,36.3
BK0571,2023-03-08,8.4,-2.3,0.0,34.9
BK0571,2023-03-09,10.7,-0.9,0.0,23.0
BK0571,2023-03-10,7.7,-1.5,6.6,16.1
BK0571,2023-03-11,7.1,1.8,14.8,26.2
BK0571,2023-03-12,8.0,-1.2,0.0,17.7
BK0571,2023-03-13,6.4,3.8,15.1,23.6
BK0571,2023-03-14,3.8,1.0,22.6,44.8
BK0571,2023-03-15,6.9,0.8,0.0,37.9
BK0571,2023-03-16,13.2,-1.7,0.0,19.5
BK0571,2023-03-17,13.5,2.5,0.0,22.2
BK0571,2023-03-18,10.9,2.8,1.0,24.1
BK0571,2023-03-19,3.8,-2.7,0.0,27.8
BK0571,2023-03-20,8.6,-3.1,0.0,19.4
BK0571,2023-03-21,14.8,-0.9,0.0,20.9
BK0571,2023-03-22,12.4,1.6,0.0,23.1
BK0571,2023-03-23,14.7,5.6,2.6,23.6
BK0571,2023-03-24,13.0,5.7,0.2,18.9
BK0571,2023-03-25,8.1,3.5,10.0,32.8
BK0571,2023-03-26,14.9,3.0,0.0,24.8
BK0571,2023-03-27,14.9,2.0,2.4,23.4
BK0571,2023-03-28,10.8,3.0,0.9,21.0
BK0571,2023-03-29,10.2,0.3,0.0,22.8
BK0571,2023-03-30,7.4,-1.5,0.0,28.0
BK0571,2023-03-31,10.4,0.9,0.0,29.1
BK0571,2023-04-01,19.5,10.6,10.5,27.6
BK0571,2023-04-02,10.5,2.6,0.2,33.8
BK0571,2023-04-03,11.6,-0.6,0.0,35.5
BK0571,2023-04-04,18.3,5.9,0.0,19.2
BK0571,2023-04-05,13.6,9.9,0.1,20.4
BK0571,2023-04-06,25.6,10.8,3.9,16.4
BK0571,2023-04-07,14.0,6.4,0.4,22.2
BK0571,2023-04-08,10.1,1.5,0.0,19.2
BK0571,2023-04-09,11.7,2.0,0.0,23.2
BK0571,2023-04-10,16.5,2.0,0.0,19.4
BK0571,2023-04-11,23.1,5.7,0.0,27.9
BK0571,2023-04-12,28.0,14.7,0.0,27.4
BK0571,2023-04-13,31.0,11.4,0.0,17.6
BK0571,2023-04-14,29.4,13.6,0.0,16.9
BK0571,2023-04-15,20.0,14.4,22.0,19.5
BK0571,2023-04-16,20.5,12.2,0.0,17.7
BK0571,2023-04-17,20.0,11.6,0.4,26.8
BK0571,2023-04-18,14.7,7.1,0.1,40.0
BK0571,2023-04-19,17.6,4.2,0.0,26.5
BK0571,2023-04-20,15.7,5.5,0.0,16.0
BK0571,2023-04-21,19.4,7.7,0.0,23.2
BK0571,2023-04-22,19.8,10.0,7.1,27.1
BK0571,2023-04-23,18.9,11.1,20.5,20.5
BK0571,2023-04-24,15.8,6.2,0.0,19.2
BK0571,2023-04-25,14.9,5.4,0.3,12.7
BK0571,2023-04-26,13.9,5.6,0.3,21.1
BK0571,2023-04-27,13.2,7.8,0.9,16.5
BK0571,2023-04-28,13.1,6.7,3.3,22.5
BK0571,2023-04-29,12.8,9.0,45.5,30.9
BK0571,2023-04-30,15.3,10.6,26.0,27.9
BK0571,2023-05-01,15.9,7.8,0.9,38.2
BK0571,2023-05-02,13.4,8.2,1.0,27.1
BK0571,2023-05-03,12.4,5.8,0.6,14.8
BK0571,2023-05-04,14.0,6.6,1.5,17.3
BK0571,2023-05-05,16.4,7.0,0.7,13.8
BK0571,2023-05-06,21.0,6.9,0.0,20.5
BK0571,2023-05-07,23.4,8.6,1.4,23.8
BK0571,2023-05-08,23.6,12.9,0.0,22.9
BK0571,2023-05-09,18.9,9.9,0.0,21.5
BK0571,2023-05-10,21.2,8.1,0.0,20.1
BK0571,2023-05-11,25.0,9.5,0.0,21.1
BK0571,2023-05-12,29.1,12.8,0.0,16.3
BK0571,2023-05-13,27.6,16.8,0.0,20.3
BK0571,2023-05-14,23.0,12.1,0.0,20.9
BK0571,2023-05-15,25.0,9.5,0.0,19.8
BK0571,2023-05-16,28.4,12.8,0.0,23.5
BK0571,2023-05-17,19.4,10.8,0.0,26.4
BK0571,2023-05-18,14.7,6.4,0.0,21.8
BK0571,2023-05-19,20.0,10.5,0.0,32.1
BK0571,2023-05-20,17.8,14.0,28.3,17.7
BK0571,2023-05-21,21.4,13.2,0.2,23.2
BK0571,2023-05-22,22.8,12.4,0.1,19.2
BK0571,2023-05-23,19.4,10.8,0.0,21.3
BK0571,2023-05-24,21.8,9.9,0.4,24.9
BK0571,2023-05-25,19.0,9.8,0.0,25.3
BK0571,2023-05-26,22.2,9.8,0.0,19.7
BK0571,2023-05-27,24.0,10.6,0.0,18.4
BK0571,2023-05-28,23.8,12.2,0.0,20.0
BK0571,2023-05-29,25.2,13.9,0.0,26.4
BK0571,2023-05-30,20.8,11.4,0.0,18.1
BK0571,2023-05-31,23.0,10.6,0.0,15.6
BK0571,2023-06-01,27.7,13.1,0.0,16.9
BK0571,2023-06-02,30.6,16.3,0.0,14.1
BK0571,2023-06-03,20.1,13.8,4.0,23.2
BK0571,2023-06-04,21.5,10.2,0.1,24.2
BK0571,2023-06-05,24.3,11.6,0.0,24.0
BK0571,2023-06-06,26.4,14.3,1.5,34.9
BK0571,2023-06-07,25.1,13.0,0.6,20.0
BK0571,2023-06-08,23.1,11.6,0.3,20.5
BK0571,2023-06-09,23.2,11.9,2.0,19.4
BK0571,2023-06-10,26.1,12.6,2.2,20.6
BK0571,2023-06-11,27.9,17.7,0.2,18.5
BK0571,2023-06-12,24.7,19.3,4.2,27.0
BK0571,2023-06-13,27.0,16.5,0.0,20.9
BK0571,2023-06-14,24.9,15.5,10.2,25.2
BK0571,2023-06-15,26.2,14.9,0.0,22.1
BK0571,2023-06-16,26.0,15.6,18.0,21.6
BK0571,2023-06-17,25.7,15.1,0.1,32.9
BK0571,2023-06-18,26.9,15.6,0.0,19.3
BK0571,2023-06-19,25.5,16.3,1.2,19.0
BK0571,2023-06-20,24.3,16.4,0.0,20.9
BK0571,2023-06-21,23.5,15.4,0.2,23.0
BK0571,2023-06-22,21.3,15.7,0.3,26.0
BK0571,2023-06-23,23.6,17.0,4.7,22.4
BK0571,2023-06-24,25.6,19.4,17.5,18.7
BK0571,2023-06-25,28.1,19.2,2.5,17.4
BK0571,2023-06-26,25.5,19.0,4.3,20.1
BK0571,2023-06-27,26.0,19.5,14.4,22.6
BK0571,2023-06-28,28.4,18.4,6.3,14.0
BK0571,2023-06-29,28.4,16.5,0.0,15.8
BK0571,2023-06-30,28.8,17.9,0.0,21.4
BK0571,2023-07-01,26.5,17.8,0.0,23.5
BK0571,2023-07-02,29.3,20.4,15.0,22.5
BK0571,2023-07-03,30.3,22.5,11.9,16.8
BK0571,2023-07-04,29.0,21.8,4.4,16.1
BK0571,2023-07-05,31.9,21.7,0.3,14.2
BK0571,2023-07-06,30.1,22.0,0.0,20.5
BK0571,2023-07-07,29.0,21.8,0.2,20.0
BK0571,2023-07-08,29.1,22.9,3.9,15.6
BK0571,2023-07-09,26.8,21.8,17.6,15.8
BK0571,2023-07-10,28.6,21.6,0.8,17.6
BK0571,2023-07-11,31.0,17.7,0.0,11.6
BK0571,2023-07-12,33.0,20.1,0.0,21.7
BK0571,2023-07-13,30.4,21.4,0.0,28.7
BK0571,2023-07-14,27.6,21.6,14.8,23.9
BK0571,2023-07-15,29.1,20.5,5.7,19.7
BK0571,2023-07-16,25.9,22.0,45.6,22.8
BK0571,2023-07-17,30.5,20.5,0.3,17.2
BK0571,2023-07-18,28.6,21.8,2.6,17.4
BK0571,2023-07-19,27.3,19.6,1.7,12.6
BK0571,2023-07-20,28.4,20.2,0.3,14.2
BK0571,2023-07-21,28.6,22.0,7.3,18.7
BK0571,2023-07-22,28.5,18.5,0.0,15.8
BK0571,2023-07-23,29.5,17.6,0.5,17.2
BK0571,2023-07-24,27.9,19.3,0.1,24.6
BK0571,2023-07-25,28.5,19.8,9.2,16.0
BK0571,2023-07-26,29.4,17.3,0.7,20.0
BK0571,2023-07-27,33.5,22.4,0.1,28.0
BK0571,2023-07-28,34.2,21.8,0.0,19.8
BK0571,2023-07-29,34.0,22.5,3.2,29.0
BK0571,2023-07-30,26.1,17.4,0.0,21.4
BK0571,2023-07-31,28.4,15.8,0.2,22.4
BK0571,2023-08-01,27.0,17.0,0.0,20.0
BK0571,2023-08-02,27.1,14.8,0.0,16.7
BK0571,2023-08-03,25.6,16.1,0.8,31.6
BK0571,2023-08-04,27.0,18.5,2.0,22.6
BK0571,2023-08-05,30.5,18.4,0.1,14.5
BK0571,2023-08-06,29.7,18.1,0.0,22.2
BK0571,2023-08-07,26.8,22.3,38.9,33.0
BK0571,2023-08-08,27.1,21.5,33.4,29.9
BK0571,2023-08-09,29.5,19.4,0.0,22.9
BK0571,2023-08-10,25.3,18.8,16.4,15.9
BK0571,2023-08-11,29.2,18.0,0.2,22.7
BK0571,2023-08-12,27.4,17.5,7.3,18.3
BK0571,2023-08-13,31.0,21.5,2.1,20.6
BK0571,2023-08-14,30.5,19.0,0.8,19.3
BK0571,2023-08-15,26.8,21.5,14.2,16.0
BK0571,2023-08-16,26.1,20.7,5.4,14.6
BK0571,2023-08-17,25.6,21.0,4.1,22.0
BK0571,2023-08-18,27.0,19.2,1.8,25.3
BK0571,2023-08-19,26.5,15.3,0.0,21.9
BK0571,2023-08-20,29.3,15.4,0.0,14.3
BK0571,2023-08-21,31.3,18.8,0.1,16.1
BK0571,2023-08-22,26.4,17.6,0.0,22.4
BK0571,2023-08-23,25.4,16.0,0.0,16.2
BK0571,2023-08-24,23.9,19.8,1.0,27.2
BK0571,2023-08-25,27.2,20.8,11.6,20.7
BK0571,2023-08-26,29.8,19.9,2.5,13.1
BK0571,2023-08-27,28.3,18.5,0.1,13.9
BK0571,2023-08-28,24.7,18.8,0.8,17.3
BK0571,2023-08-29,27.0,18.0,0.2,13.0
BK0571,2023-08-30,29.5,20.8,0.4,22.1
BK0571,2023-08-31,25.0,16.9,0.0,22.2
BK0571,2023-09-01,24.1,13.4,0.0,14.4
BK0571,2023-09-02,25.6,13.3,0.0,23.3
BK0571,2023-09-03,32.7,18.0,0.5,17.1
BK0571,2023-09-04,34.8,20.1,0.9,17.1
BK0571,2023-09-05,35.7,21.9,0.0,14.5
BK0571,2023-09-06,35.9,23.0,0.0,13.6
BK0571,2023-09-07,35.5,22.2,4.6,20.6
BK0571,2023-09-08,31.6,20.8,11.0,19.5
BK0571,2023-09-09,28.6,20.8,9.9,16.1
BK0571,2023-09-10,24.4,19.9,23.2,12.8
BK0571,2023-09-11,27.3,19.8,4.3,9.4
BK0571,2023-09-12,28.6,19.2,0.1,13.0
BK0571,2023-09-13,26.2,20.5,18.9,14.3
BK0571,2023-09-14,24.9,16.6,0.0,16.7
BK0571,2023-09-15,21.5,13.5,0.0,23.0
BK0571,2023-09-16,24.4,15.1,0.0,22.3
BK0571,2023-09-17,23.8,11.8,0.2,13.2
BK0571,2023-09-18,21.3,16.4,20.6,20.2
BK0571,2023-09-19,23.3,13.5,0.0,23.8
BK0571,2023-09-20,23.3,12.0,0.0,15.9
BK0571,2023-09-21,22.7,11.6,0.0,13.0
BK0571,2023-09-22,22.1,13.6,0.0,21.7
BK0571,2023-09-23,16.4,14.1,37.4,33.9
BK0571,2023-09-24,20.1,16.2,14.0,31.2
BK0571,2023-09-25,17.8,14.6,11.5,33.2
BK0571,2023-09-26,17.0,13.3,9.5,25.6
BK0571,2023-09-27,17.9,9.9,0.0,19.8
BK0571,2023-09-28,19.2,11.3,0.6,18.7
BK0571,2023-09-29,17.6,13.7,80.9,27.4
BK0571,2023-09-30,21.1,13.1,0.9,21.6
BK0571,2023-10-01,24.9,13.9,0.0,18.4
BK0571,2023-10-02,25.0,15.5,0.0,15.2
BK0571,2023-10-03,26.9,12.9,0.0,10.1
BK0571,2023-10-04,27.5,15.3,0.0,12.4
BK0571,2023-10-05,23.5,13.4,0.0,16.4
BK0571,2023-10-06,22.1,17.5,5.6,18.4
BK0571,2023-10-07,20.6,11.8,51.3,30.8
BK0571,2023-10-08,16.8,9.2,0.0,24.8
BK0571,2023-10-09,15.6,7.1,0.1,24.8
BK0571,2023-10-10,17.9,8.4,0.0,21.1
BK0571,2023-10-11,20.5,8.8,0.0,14.5
BK0571,2023-10-12,21.0,7.6,0.0,10.8
BK0571,2023-10-13,17.4,8.9,0.0,14.8
BK0571,2023-10-14,11.9,9.5,12.2,19.4
BK0571,2023-10-15,16.4,9.3,1.2,26.6
BK0571,2023-10-16,17.5,6.8,0.2,19.4
BK0571,2023-10-17,16.8,8.4,0.2,12.9
BK0571,2023-10-18,17.1,7.2,0.2,8.7
BK0571,2023-10-19,17.6,7.3,0.0,17.4
BK0571,2023-10-20,17.2,13.8,25.7,29.2
BK0571,2023-10-21,17.3,12.6,5.0,26.6
BK0571,2023-10-22,13.6,8.8,0.0,30.4
BK0571,2023-10-23,16.0,7.6,0.0,21.3
BK0571,2023-10-24,16.9,5.0,0.0,13.1
BK0571,2023-10-25,21.6,7.9,0.0,16.4
BK0571,2023-10-26,24.8,9.4,0.0,14.1
BK0571,2023-10-27,24.1,12.4,0.0,16.1
BK0571,2023-10-28,27.0,16.1,0.0,17.6
BK0571,2023-10-29,16.2,11.4,6.8,19.7
BK0571,2023-10-30,19.4,10.3,1.2,24.2
BK0571,2023-10-31,10.5,6.7,0.0,16.6
BK0571,2023-11-01,9.2,3.3,2.0,23.3
BK0571,2023-11-02,9.5,0.0,0.0,13.0
BK0571,2023-11-03,12.5,0.9,0.0,19.2
BK0571,2023-11-04,14.5,3.9,0.0,12.2
BK0571,2023-11-05,16.4,5.0,0.0,12.4
BK0571,2023-11-06,12.1,4.2,0.2,15.2
BK0571,2023-11-07,20.0,11.2,2.5,21.0
BK0571,2023-11-08,10.6,4.6,0.0,19.6
BK0571,2023-11-09,15.8,2.8,0.5,14.5
BK0571,2023-11-10,10.6,5.6,0.3,15.8
BK0571,2023-11-11,12.0,3.9,0.0,18.8
BK0571,2023-11-12,6.8,-0.2,0.0,12.9
BK0571,2023-11-13,8.1,-1.7,0.0,13.7
BK0571,2023-11-14,10.9,2.5,0.0,26.4
BK0571,2023-11-15,10.0,-0.3,0.0,14.8
BK0571,2023-11-16,17.2,2.2,0.0,12.5
BK0571,2023-11-17,18.1,4.7,0.0,18.2
BK0571,2023-11-18,13.1,3.3,1.0,24.7
BK0571,2023-11-19,12.2,1.1,0.0,20.8
BK0571,2023-11-20,6.7,-1.1,0.0,17.7
BK0571,2023-11-21,8.8,-0.9,7.5,31.4
BK0571,2023-11-22,14.1,7.7,21.9,39.5
BK0571,2023-11-23,10.9,5.0,0.0,21.1
BK0571,2023-11-24,9.6,-0.1,0.0,22.1
BK0571,2023-11-25,3.9,-3.0,0.0,15.9
BK0571,2023-11-26,10.8,-2.2,4.0,35.5
BK0571,2023-11-27,13.4,2.6,14.5,41.9
BK0571,2023-11-28,3.8,-2.1,0.0,28.5
BK0571,2023-11-29,2.5,-4.4,0.0,22.1
BK0571,2023-11-30,9.4,-2.8,0.0,17.4
BK0571,2023-12-01,8.2,0.2,5.8,14.6
BK0571,2023-12-02,15.9,4.8,0.0,15.7
BK0571,2023-12-03,10.4,6.6,16.3,19.8
BK0571,2023-12-04,10.9,4.6,0.0,21.3
BK0571,2023-12-05,6.5,1.2,0.0,14.6
BK0571,2023-12-06,4.8,-1.9,0.0,22.7
BK0571,2023-12-07,3.4,-3.2,0.0,16.9
BK0571,2023-12-08,8.6,-1.5,0.0,11.4
BK0571,2023-12-09,13.4,2.0,0.0,16.2
BK0571,2023-12-10,16.6,6.2,26.8,33.1
BK0571,2023-12-11,14.4,2.4,29.3,35.1
BK0571,2023-12-12,5.9,-2.2,0.0,17.9
BK0571,2023-12-13,7.3,-0.1,0.0,17.8
BK0571,2023-12-14,4.4,-3.3,0.0,13.7
BK0571,2023-12-15,11.9,-0.8,0.0,16.7
BK0571,2023-12-16,11.4,1.9,0.0,12.1
BK0571,2023-12-17,13.6,5.6,21.7,24.0
BK0571,2023-12-18,15.8,5.8,73.7,53.8
BK0571,2023-12-19,6.1,-0.9,0.0,24.4
BK0571,2023-12-20,7.2,-3.8,0.0,15.8
BK0571,2023-12-21,4.0,-2.9,0.0,22.1
BK0571,2023-12-22,2.5,-5.5,0.0,11.9
BK0571,2023-12-23,5.8,-3.0,0.5,9.7
BK0571,2023-12-24,8.6,1.0,0.0,7.2
BK0571,2023-12-25,11.7,1.4,0.0,9.7
BK0571,2023-12-26,7.8,3.3,0.0,7.6
BK0571,2023-12-27,9.4,5.7,3.9,15.5
BK0571,2023-12-28,11.4,8.8,30.6,25.0
BK0571,2023-12-29,13.2,7.4,0.5,18.4
BK0571,2023-12-30,7.8,1.2,0.2,26.6
BK0571,2023-12-31,6.3,-1.9,0.0,16.7
BK0571,2024-01-01,7.3,0.4,0.1,14.9
BK0571,2024-01-02,5.5,-4.4,0.0,13.0
BK0571,2024-01-03,7.6,-2.1,0.0,15.5
BK0571,2024-01-04,6.7,-2.2,0.0,26.6
BK0571,2024-01-05,2.8,-5.3,0.0,22.1
BK0571,2024-01-06,3.0,-4.9,9.8,29.8
BK0571,2024-01-07,3.1,-0.6,7.5,29.5
BK0571,2024-01-08,6.3,-2.2,0.0,17.3
BK0571,2024-01-09,12.9,-4.2,29.6,60.6
BK0571,2024-01-10,13.6,4.9,37.8,49.2
BK0571,2024-01-11,7.9,0.0,0.0,23.3
BK0571,2024-01-12,8.1,-1.6,0.5,21.1
BK0571,2024-01-13,14.5,1.6,26.1,35.8
BK0571,2024-01-14,6.0,-3.8,0.8,37.9
BK0571,2024-01-15,-1.1,-5.8,0.8,11.9
BK0571,2024-01-16,0.0,-5.3,10.4,25.0
BK0571,2024-01-17,-4.3,-8.9,0.0,23.9
BK0571,2024-01-18,0.2,-7.1,0.3,18.2
BK0571,2024-01-19,-1.0,-4.4,2.4,17.1
BK0571,2024-01-20,-3.5,-8.4,0.0,25.7
BK0571,2024-01-21,-1.4,-7.7,0.0,23.6
BK0571,2024-01-22,3.0,-7.8,0.0,16.8
BK0571,2024-01-23,4.3,-1.6,1.7,17.8
BK0571,2024-01-24,6.3,0.2,3.1,10.2
BK0571,2024-01-25,12.1,6.2,8.1,22.4
BK0571,2024-01-26,8.6,2.9,4.4,19.4
BK0571,2024-01-27,8.6,2.2,0.0,13.8
BK0571,2024-01-28,4.6,2.7,21.7,30.0
BK0571,2024-01-29,5.8,0.1,0.7,28.7
BK0571,2024-01-30,4.2,-3.8,0.0,13.1
BK0571,2024-01-31,4.2,-0.7,0.4,11.2
BK0571,2024-02-01,8.8,-2.8,0.0,22.1
BK0571,2024-02-02,5.6,1.4,6.8,23.0
BK0571,2024-02-03,5.4,-3.4,0.0,24.5
BK0571,2024-02-04,7.3,-3.7,0.0,14.4
BK0571,2024-02-05,6.7,-3.5,0.0,23.2
BK0571,2024-02-06,5.5,-4.8,0.0,17.0
BK0571,2024-02-07,7.9,-3.7,0.0,11.9
BK0571,2024-02-08,9.4,-3.3,0.0,12.4
BK0571,2024-02-09,10.2,1.6,0.0,19.8
