nta_code,time,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max
BK0101,2019-01-01,14.5,4.1,9.6,33.6
BK0101,2019-01-02,3.8,-0.6,0.0,16.6
BK0101,2019-01-03,7.1,0.4,0.1,25.7
BK0101,2019-01-04,7.8,-1.1,0.0,21.4
BK0101,2019-01-05,7.4,3.8,17.3,26.0
BK0101,2019-01-06,8.9,0.1,0.2,30.8
BK0101,2019-01-07,0.2,-5.1,0.1,19.5
BK0101,2019-01-08,8.4,-0.2,0.5,16.6
BK0101,2019-01-09,6.9,0.6,3.1,35.6
BK0101,2019-01-10,0.8,-2.0,0.0,37.4
BK0101,2019-01-11,-1.3,-5.8,0.0,28.1
BK0101,2019-01-12,1.8,-6.4,0.0,13.5
BK0101,2019-01-13,-0.2,-4.1,0.7,16.6
BK0101,2019-01-14,0.8,-6.1,0.0,20.5
BK0101,2019-01-15,3.3,-6.1,0.0,10.2
BK0101,2019-01-16,4.6,-3.9,0.0,23.5
BK0101,2019-01-17,-0.1,-5.6,0.0,18.2
BK0101,2019-01-18,3.7,-2.0,1.5,11.9
BK0101,2019-01-19,3.3,-3.8,2.6,21.0
BK0101,2019-01-20,10.3,-10.2,32.1,32.5
BK0101,2019-01-21,-10.6,-14.9,0.0,37.4
BK0101,2019-01-22,-2.1,-11.6,0.0,21.9
BK0101,2019-01-23,8.1,-2.9,0.1,21.1
BK0101,2019-01-24,12.7,1.6,34.7,48.6
BK0101,2019-01-25,3.0,-3.3,0.0,34.7
BK0101,2019-01-26,0.8,-6.4,0.0,14.3
BK0101,2019-01-27,8.7,-2.7,0.0,32.1
BK0101,2019-01-28,2.0,-5.5,0.0,17.7
BK0101,2019-01-29,5.1,-5.8,5.0,23.4
BK0101,2019-01-30,0.6,-13.8,1.0,40.2
BK0101,2019-01-31,-8.4,-16.5,0.0,23.5
BK0101,2019-02-01,-5.2,-12.9,0.0,13.1
BK0101,2019-02-02,1.9,-10.8,0.0,25.0
BK0101,2019-02-03,9.0,-4.8,0.0,16.6
BK0101,2019-02-04,11.4,-2.2,0.0,15.2
BK0101,2019-02-05,17.0,0.6,0.0,14.4
BK0101,2019-02-06,7.2,-1.4,5.5,17.9
BK0101,2019-02-07,7.8,2.6,7.4,18.1
BK0101,2019-02-08,10.8,0.3,7.0,34.9
BK0101,2019-02-09,0.6,-5.0,0.0,33.1
BK0101,2019-02-10,2.8,-6.8,0.0,13.5
BK0101,2019-02-11,3.0,-2.0,0.4,11.3
BK0101,2019-02-12,1.3,-3.2,16.3,27.1
BK0101,2019-02-13,5.6,-1.4,2.9,33.5
BK0101,2019-02-14,6.9,-2.5,0.0,19.6
BK0101,2019-02-15,12.1,3.2,0.1,21.2
BK0101,2019-02-16,8.6,-1.6,0.0,22.2
BK0101,2019-02-17,2.0,-5.4,0.5,16.2
BK0101,2019-02-18,6.7,-3.0,4.8,29.7
BK0101,2019-02-19,2.3,-5.4,0.0,19.3
BK0101,2019-02-20,-0.2,-4.1,9.3,15.3
BK0101,2019-02-21,11.8,0.1,7.9,20.1
BK0101,2019-02-22,7.1,0.4,0.0,18.4
BK0101,2019-02-23,4.6,-2.3,1.0,12.7
BK0101,2019-02-24,9.9,2.3,19.3,40.2
BK0101,2019-02-25,5.4,-2.2,0.0,46.8
BK0101,2019-02-26,3.3,-4.6,0.0,28.7
BK0101,2019-02-27,-2.1,-5.2,0.4,18.6
BK0101,2019-02-28,2.7,-3.4,0.5,26.9
BK0101,2019-03-01,3.0,-3.6,1.8,12.2
BK0101,2019-03-02,3.2,-0.9,10.2,18.9
BK0101,2019-03-03,5.7,-2.5,8.3,14.3
BK0101,2019-03-04,2.3,-5.5,19.1,22.2
BK0101,2019-03-05,-0.4,-13.6,0.0,20.3
BK0101,2019-03-06,-3.1,-9.4,0.0,26.9
BK0101,2019-03-07,0.7,-9.1,0.2,27.8
BK0101,2019-03-08,2.4,-7.8,0.0,14.9
BK0101,2019-03-09,7.9,-4.8,0.0,12.6
BK0101,2019-03-10,10.1,1.0,13.1,28.0
BK0101,2019-03-11,10.9,2.0,0.0,27.1
BK0101,2019-03-12,5.1,-1.5,0.0,26.2
BK0101,2019-03-13,6.0,-4.6,0.0,18.3
BK0101,2019-03-14,10.6,1.3,0.0,23.9
BK0101,2019-03-15,20.9,9.3,15.2,26.2
BK0101,2019-03-16,13.1,2.9,0.0,32.2
BK0101,2019-03-17,5.7,-2.0,0.0,22.1
BK0101,2019-03-18,6.5,-3.6,0.0,16.2
BK0101,2019-03-19,8.0,-3.0,0.0,15.3
BK0101,2019-03-20,9.2,-1.5,0.0,23.9
BK0101,2019-03-21,9.1,3.2,15.1,25.0
BK0101,2019-03-22,9.6,3.7,15.3,39.1
BK0101,2019-03-23,8.6,-0.2,0.4,33.7
BK0101,2019-03-24,13.3,-1.5,0.0,22.8
BK0101,2019-03-25,9.6,5.3,1.0,15.8
BK0101,2019-03-26,7.8,-2.5,0.0,22.7
BK0101,2019-03-27,5.8,-2.7,0.0,15.9
BK0101,2019-03-28,8.4,-0.9,0.0,28.5
BK0101,2019-03-29,12.9,5.2,0.6,13.9
BK0101,2019-03-30,14.9,6.8,0.0,31.2
BK0101,2019-03-31,17.6,4.0,5.3,27.4
BK0101,2019-04-01,7.6,-0.9,0.0,32.1
BK0101,2019-04-02,8.7,-1.5,1.2,25.5
BK0101,2019-04-03,17.4,2.4,1.1,39.2
BK0101,2019-04-04,14.4,1.9,0.0,32.3
BK0101,2019-04-05,5.6,1.1,6.8,16.4
BK0101,2019-04-06,19.6,4.1,0.6,16.7
BK0101,2019-04-07,15.6,4.0,0.0,19.6
BK0101,2019-04-08,24.2,9.9,9.5,21.8
BK0101,2019-04-09,11.1,5.8,0.8,20.7
BK0101,2019-04-10,14.2,4.8,0.0,26.5
BK0101,2019-04-11,10.0,2.0,0.0,15.1
BK0101,2019-04-12,18.5,6.2,11.8,31.7
BK0101,2019-04-13,22.4,14.4,12.6,22.7
BK0101,2019-04-14,17.5,12.4,1.7,24.3
BK0101,2019-04-15,18.9,6.9,16.8,40.3
BK0101,2019-04-16,17.2,4.8,0.0,30.5
BK0101,2019-04-17,14.2,7.8,0.7,19.3
BK0101,2019-04-18,16.1,8.5,1.2,26.2
BK0101,2019-04-19,21.8,14.3,5.4,36.4
BK0101,2019-04-20,17.0,11.6,14.0,35.7
BK0101,2019-04-21,16.5,9.4,0.1,21.9
BK0101,2019-04-22,16.6,9.4,7.0,23.7
BK0101,2019-04-23,22.1,9.7,0.2,22.9
BK0101,2019-04-24,19.6,11.1,0.1,23.6
BK0101,2019-04-25,15.4,7.5,2.3,16.7
BK0101,2019-04-26,16.1,10.4,17.8,31.3
BK0101,2019-04-27,13.6,7.7,3.0,41.0
BK0101,2019-04-28,11.1,5.9,1.3,20.4
BK0101,2019-04-29,12.8,3.2,0.1,19.4
BK0101,2019-04-30,18.2,8.8,5.7,13.3
BK0101,2019-05-01,12.4,8.7,1.2,19.5
BK0101,2019-05-02,22.9,10.4,5.0,21.1
BK0101,2019-05-03,14.4,9.4,0.7,11.5
BK0101,2019-05-04,20.1,10.9,13.7,10.7
BK0101,2019-05-05,13.7,11.1,34.1,26.5
BK0101,2019-05-06,20.4,9.2,1.0,21.9
BK0101,2019-05-07,17.4,10.1,2.8,21.4
BK0101,2019-05-08,19.6,10.9,1.5,16.5
BK0101,2019-05-09,14.6,9.4,0.0,22.9
BK0101,2019-05-10,21.4,11.9,1.0,22.1
BK0101,2019-05-11,19.7,12.0,4.8,20.2
BK0101,2019-05-12,12.8,7.2,28.9,31.2
BK0101,2019-05-13,10.9,7.2,18.9,20.0
BK0101,2019-05-14,11.8,7.0,7.8,14.8
BK0101,2019-05-15,19.7,6.2,0.6,22.9
BK0101,2019-05-16,20.5,10.2,0.5,17.3
BK0101,2019-05-17,23.6,12.2,1.7,18.7
BK0101,2019-05-18,22.6,11.4,0.0,16.7
BK0101,2019-05-19,21.4,12.4,0.2,31.0
BK0101,2019-05-20,28.8,18.5,1.5,27.5
BK0101,2019-05-21,20.2,12.4,0.0,28.8
BK0101,2019-05-22,22.6,9.9,0.0,19.5
BK0101,2019-05-23,23.6,14.1,0.8,22.8
BK0101,2019-05-24,23.5,15.6,0.0,36.2
BK0101,2019-05-25,19.2,11.8,0.0,28.0
BK0101,2019-05-26,30.3,14.8,3.8,20.2
BK0101,2019-05-27,25.8,16.1,0.0,17.4
BK0101,2019-05-28,20.7,15.8,5.2,31.6
BK0101,2019-05-29,20.7,13.9,2.5,21.4
BK0101,2019-05-30,19.8,13.1,11.1,17.8
BK0101,2019-05-31,25.8,17.5,1.1,16.6
BK0101,2019-06-01,25.8,15.7,0.0,19.7
BK0101,2019-06-02,26.2,16.6,2.7,19.3
BK0101,2019-06-03,21.2,13.3,0.1,28.8
BK0101,2019-06-04,21.3,10.9,0.0,20.5
BK0101,2019-06-05,25.8,16.4,5.8,24.7
BK0101,2019-06-06,27.2,20.1,15.7,22.2
BK0101,2019-06-07,25.5,17.4,0.0,16.7
BK0101,2019-06-08,26.3,16.0,0.0,21.2
BK0101,2019-06-09,24.0,13.6,0.0,24.5
BK0101,2019-06-10,20.5,13.5,13.5,29.0
BK0101,2019-06-11,23.8,16.4,9.7,29.7
BK0101,2019-06-12,22.5,12.6,0.0,22.1
BK0101,2019-06-13,19.4,15.2,26.4,33.2
BK0101,2019-06-14,23.0,14.6,0.6,29.8
BK0101,2019-06-15,26.4,12.6,0.0,21.7
BK0101,2019-06-16,27.0,18.1,4.0,18.3
BK0101,2019-06-17,23.9,19.6,4.8,13.0
BK0101,2019-06-18,24.5,19.0,11.6,15.9
BK0101,2019-06-19,21.1,17.6,13.1,16.1
BK0101,2019-06-20,25.5,19.2,13.0,17.1
BK0101,2019-06-21,24.5,18.5,16.1,25.8
BK0101,2019-06-22,24.5,15.6,0.0,24.7
BK0101,2019-06-23,27.0,15.1,0.0,18.2
BK0101,2019-06-24,28.2,16.3,0.0,13.7
BK0101,2019-06-25,27.1,20.3,12.3,13.0
BK0101,2019-06-26,30.2,20.5,0.0,16.9
BK0101,2019-06-27,31.0,19.9,0.0,18.1
BK0101,2019-06-28,30.5,19.4,0.1,12.8
BK0101,2019-06-29,30.7,21.6,4.2,19.1
BK0101,2019-06-30,27.6,21.0,1.0,29.1
BK0101,2019-07-01,30.4,17.2,0.0,17.5
BK0101,2019-07-02,31.0,18.8,0.4,17.7
BK0101,2019-07-03,29.5,22.9,0.4,10.0
BK0101,2019-07-04,30.8,21.0,0.0,17.7
BK0101,2019-07-05,27.8,20.1,0.2,21.7
BK0101,2019-07-06,30.6,24.1,5.5,19.3
BK0101,2019-07-07,27.8,22.5,2.3,18.6
BK0101,2019-07-08,24.4,20.9,6.6,10.7
BK0101,2019-07-09,31.5,19.7,0.0,14.8
BK0101,2019-07-10,31.6,21.2,0.0,24.5
BK0101,2019-07-11,29.0,22.5,8.4,26.9
BK0101,2019-07-12,30.9,22.7,5.3,24.2
BK0101,2019-07-13,30.5,20.0,0.0,21.2
BK0101,2019-07-14,31.9,21.8,0.0,24.5
BK0101,2019-07-15,31.3,19.1,0.0,14.6
BK0101,2019-07-16,32.9,21.1,0.0,24.7
BK0101,2019-07-17,34.0,24.1,11.4,18.7
BK0101,2019-07-18,28.1,21.8,12.1,17.7
BK0101,2019-07-19,32.2,21.8,0.2,20.1
BK0101,2019-07-20,35.2,25.7,0.6,20.2
BK0101,2019-07-21,35.8,25.6,0.3,20.5
BK0101,2019-07-22,31.3,24.0,17.2,20.1
BK0101,2019-07-23,24.2,20.5,26.6,19.1
BK0101,2019-07-24,26.5,20.5,3.0,12.8
BK0101,2019-07-25,28.6,20.7,0.1,11.4
BK0101,2019-07-26,28.6,19.4,0.0,12.3
BK0101,2019-07-27,27.9,21.5,0.7,18.5
BK0101,2019-07-28,31.4,21.9,0.0,19.9
BK0101,2019-07-29,32.2,21.7,1.5,17.9
BK0101,2019-07-30,32.3,23.8,0.0,22.0
BK0101,2019-07-31,30.7,23.2,4.9,15.7
BK0101,2019-08-01,30.2,22.5,0.0,12.4
BK0101,2019-08-02,29.0,23.4,0.9,16.8
BK0101,2019-08-03,28.5,21.6,1.2,18.6
BK0101,2019-08-04,31.6,21.5,3.4,11.5
BK0101,2019-08-05,28.2,21.0,0.0,15.3
BK0101,2019-08-06,27.3,22.0,0.5,16.5
BK0101,2019-08-07,27.9,22.0,17.5,21.3
BK0101,2019-08-08,29.4,19.4,1.6,20.5
BK0101,2019-08-09,28.9,20.4,2.4,19.7
BK0101,2019-08-10,28.0,18.4,0.0,23.6
BK0101,2019-08-11,28.6,16.2,0.0,16.9
BK0101,2019-08-12,31.2,17.3,0.0,29.4
BK0101,2019-08-13,25.5,22.4,9.7,15.7
BK0101,2019-08-14,25.6,21.0,6.1,12.2
BK0101,2019-08-15,27.0,20.8,0.6,16.4
BK0101,2019-08-16,25.9,19.6,0.4,15.9
BK0101,2019-08-17,28.0,21.6,2.4,12.2
BK0101,2019-08-18,28.4,23.0,6.4,15.0
BK0101,2019-08-19,31.0,23.1,1.2,17.2
BK0101,2019-08-20,29.5,22.5,0.0,14.3
BK0101,2019-08-21,30.8,23.5,5.7,22.5
BK0101,2019-08-22,32.5,23.1,4.3,17.3
BK0101,2019-08-23,23.9,20.1,16.3,18.0
BK0101,2019-08-24,24.0,16.8,0.0,16.9
BK0101,2019-08-25,24.3,17.7,0.0,23.8
BK0101,2019-08-26,23.6,15.2,0.0,16.6
BK0101,2019-08-27,21.9,15.8,0.0,13.1
BK0101,2019-08-28,23.4,18.2,10.8,14.3
BK0101,2019-08-29,28.3,19.1,0.0,21.9
BK0101,2019-08-30,30.5,16.6,0.0,22.2
BK0101,2019-08-31,28.5,19.6,0.0,14.5
BK0101,2019-09-01,25.3,17.4,0.0,19.6
BK0101,2019-09-02,25.2,20.0,12.6,22.0
BK0101,2019-09-03,26.6,18.0,0.0,14.8
BK0101,2019-09-04,31.4,19.0,0.9,27.2
BK0101,2019-09-05,24.2,17.2,0.0,17.9
BK0101,2019-09-06,20.8,15.8,2.3,29.2
BK0101,2019-09-07,24.5,13.9,8.0,23.7
BK0101,2019-09-08,25.5,15.2,0.0,17.7
BK0101,2019-09-09,24.5,16.8,1.6,12.7
BK0101,2019-09-10,24.0,18.0,0.8,22.0
BK0101,2019-09-11,30.8,19.4,0.0,23.4
BK0101,2019-09-12,26.0,17.1,5.0,21.7
BK0101,2019-09-13,20.1,14.4,0.0,20.2
BK0101,2019-09-14,23.2,16.2,0.0,29.8
BK0101,2019-09-15,27.5,19.8,0.6,9.6
BK0101,2019-09-16,25.2,19.1,0.9,10.5
BK0101,2019-09-17,24.0,15.2,0.0,19.8
BK0101,2019-09-18,20.5,13.9,0.1,17.1
BK0101,2019-09-19,20.7,10.1,0.0,13.3
BK0101,2019-09-20,25.8,11.3,0.0,14.1
BK0101,2019-09-21,28.0,14.4,0.0,11.2
BK0101,2019-09-22,28.7,16.0,0.0,20.7
BK0101,2019-09-23,30.9,21.1,0.0,23.9
BK0101,2019-09-24,25.3,16.8,2.0,26.7
BK0101,2019-09-25,25.1,13.2,0.0,20.5
BK0101,2019-09-26,26.5,15.5,3.9,19.9
BK0101,2019-09-27,22.4,12.0,0.0,15.4
BK0101,2019-09-28,25.7,16.6,0.0,25.3
BK0101,2019-09-29,25.8,17.5,0.0,19.4
BK0101,2019-09-30,21.0,16.1,0.0,17.4
BK0101,2019-10-01,26.4,17.0,0.2,20.3
BK0101,2019-10-02,33.9,19.0,2.0,26.1
BK0101,2019-10-03,17.0,13.1,10.3,20.6
BK0101,2019-10-04,18.9,10.9,0.4,30.0
BK0101,2019-10-05,14.7,7.1,0.0,18.4
BK0101,2019-10-06,21.1,13.8,2.1,26.3
BK0101,2019-10-07,25.6,16.1,3.7,28.5
BK0101,2019-10-08,18.5,14.2,1.6,19.7
BK0101,2019-10-09,14.4,11.6,13.5,23.9
BK0101,2019-10-10,20.8,11.2,0.5,24.5
BK0101,2019-10-11,17.4,11.7,0.0,30.4
BK0101,2019-10-12,19.8,10.9,0.0,19.1
BK0101,2019-10-13,18.1,10.1,0.0,14.9
BK0101,2019-10-14,22.3,13.5,0.2,18.0
BK0101,2019-10-15,16.9,8.9,0.0,15.2
BK0101,2019-10-16,19.1,11.9,29.8,55.2
BK0101,2019-10-17,13.6,9.9,0.2,45.8
BK0101,2019-10-18,15.2,7.9,0.0,28.0
BK0101,2019-10-19,15.0,5.0,0.0,12.6
BK0101,2019-10-20,15.5,6.8,11.0,18.1
BK0101,2019-10-21,18.8,9.5,2.1,18.8
BK0101,2019-10-22,17.0,10.9,6.6,25.1
BK0101,2019-10-23,18.0,10.8,4.8,23.0
BK0101,2019-10-24,17.6,7.3,0.0,18.8
BK0101,2019-10-25,16.9,8.6,0.0,14.5
BK0101,2019-10-26,16.5,9.9,0.1,14.0
BK0101,2019-10-27,21.0,12.8,24.9,40.3
BK0101,2019-10-28,17.8,10.0,0.0,15.6
BK0101,2019-10-29,16.0,12.3,1.6,14.0
BK0101,2019-10-30,18.8,13.1,0.7,11.9
BK0101,2019-10-31,20.5,15.9,16.9,44.4
BK0101,2019-11-01,20.9,6.6,5.8,48.1
BK0101,2019-11-02,10.4,3.6,0.0,12.6
BK0101,2019-11-03,11.1,4.2,0.0,18.2
BK0101,2019-11-04,12.4,3.5,0.0,21.1
BK0101,2019-11-05,15.6,7.2,0.9,15.1
BK0101,2019-11-06,11.5,5.8,0.0,15.6
BK0101,2019-11-07,14.1,5.6,3.6,20.4
BK0101,2019-11-08,5.7,-0.9,0.1,32.9
BK0101,2019-11-09,4.5,-3.5,0.0,15.4
BK0101,2019-11-10,11.0,0.1,0.0,16.3
BK0101,2019-11-11,14.2,4.6,0.0,16.2
BK0101,2019-11-12,12.1,-3.0,3.9,27.5
BK0101,2019-11-13,0.9,-4.8,0.0,26.8
BK0101,2019-11-14,6.6,-3.8,0.0,14.6
BK0101,2019-11-15,10.1,-0.6,0.0,19.8
BK0101,2019-11-16,4.2,-1.6,0.0,27.1
BK0101,2019-11-17,4.2,-2.5,0.0,26.3
BK0101,2019-11-18,4.8,2.8,8.4,20.5
BK0101,2019-11-19,10.8,2.8,5.3,12.7
BK0101,2019-11-20,7.5,3.2,0.0,20.2
BK0101,2019-11-21,10.4,0.8,0.6,15.4
BK0101,2019-11-22,11.2,3.1,3.3,28.1
BK0101,2019-11-23,6.7,-0.5,1.0,16.6
BK0101,2019-11-24,8.5,3.5,22.6,32.6
BK0101,2019-11-25,10.4,1.8,0.0,18.1
BK0101,2019-11-26,13.3,2.0,0.0,11.9
BK0101,2019-11-27,13.9,3.1,1.0,23.8
BK0101,2019-11-28,11.7,2.3,0.0,38.3
BK0101,2019-11-29,5.2,-1.5,0.0,25.0
BK0101,2019-11-30,5.8,-2.1,0.0,16.0
BK0101,2019-12-01,3.8,-3.0,16.0,35.5
BK0101,2019-12-02,3.5,-0.1,14.4,35.2
BK0101,2019-12-03,3.1,-1.8,2.3,26.2
BK0101,2019-12-04,4.5,-2.5,0.0,15.8
BK0101,2019-12-05,5.3,0.2,0.0,30.6
BK0101,2019-12-06,8.5,-1.9,0.0,26.2
BK0101,2019-12-07,2.8,-2.7,0.0,22.7
BK0101,2019-12-08,4.3,-4.3,0.0,20.2
BK0101,2019-12-09,12.1,4.3,28.5,28.5
BK0101,2019-12-10,13.4,7.1,8.7,28.3
BK0101,2019-12-11,5.9,-0.3,8.6,22.8
BK0101,2019-12-12,1.2,-3.7,0.0,22.1
BK0101,2019-12-13,10.4,0.1,14.4,17.5
BK0101,2019-12-14,13.1,7.3,25.3,29.2
BK0101,2019-12-15,8.4,1.5,0.0,31.3
BK0101,2019-12-16,2.2,-0.6,1.2,14.8
BK0101,2019-12-17,1.5,0.0,30.3,21.4
BK0101,2019-12-18,3.5,-4.2,0.2,30.4
BK0101,2019-12-19,-2.8,-8.6,0.0,34.0
BK0101,2019-12-20,1.4,-5.8,0.0,16.6
BK0101,2019-12-21,0.4,-6.1,0.0,14.0
BK0101,2019-12-22,7.9,-4.3,0.0,18.6
BK0101,2019-12-23,10.9,-0.6,0.0,18.6
BK0101,2019-12-24,7.3,-0.8,0.0,20.5
BK0101,2019-12-25,6.3,-3.5,0.0,10.5
BK0101,2019-12-26,7.2,-1.5,0.0,12.2
BK0101,2019-12-27,10.1,6.3,0.0,15.1
BK0101,2019-12-28,8.9,1.8,0.0,18.8
BK0101,2019-12-29,6.0,-0.4,4.9,13.0
BK0101,2019-12-30,5.8,3.1,21.9,31.0
BK0101,2019-12-31,6.5,2.2,0.3,24.3
BK0101,2020-01-01,4.4,-0.4,0.0,28.9
BK0101,2020-01-02,8.9,-2.2,0.0,17.3
BK0101,2020-01-03,9.1,2.3,4.5,11.2
BK0101,2020-01-04,10.1,6.3,6.2,25.5
BK0101,2020-01-05,5.2,-1.1,1.1,37.8
BK0101,2020-01-06,7.6,-1.0,1.2,25.6
BK0101,2020-01-07,6.2,-0.7,1.1,19.9
BK0101,2020-01-08,5.1,-1.5,0.4,33.3
BK0101,2020-01-09,0.6,-5.1,0.0,23.3
BK0101,2020-01-10,11.4,-0.8,0.0,22.1
BK0101,2020-01-11,17.4,7.6,0.2,30.1
BK0101,2020-01-12,18.7,6.7,2.6,42.3
BK0101,2020-01-13,9.1,1.2,0.3,17.4
BK0101,2020-01-14,6.8,1.5,0.3,14.8
BK0101,2020-01-15,9.2,2.7,0.1,16.8
BK0101,2020-01-16,8.8,1.1,3.0,39.0
BK0101,2020-01-17,0.6,-5.4,0.0,33.5
BK0101,2020-01-18,2.7,-6.2,8.3,22.7
BK0101,2020-01-19,6.9,-1.2,1.5,27.8
BK0101,2020-01-20,-0.9,-7.1,0.0,25.5
BK0101,2020-01-21,1.0,-7.2,0.0,16.0
BK0101,2020-01-22,2.2,-5.3,0.0,8.6
BK0101,2020-01-23,6.2,-4.6,0.0,11.5
BK0101,2020-01-24,9.9,-2.8,0.0,12.9
BK0101,2020-01-25,10.4,0.9,24.9,37.7
BK0101,2020-01-26,7.7,0.9,0.0,23.6
BK0101,2020-01-27,7.2,-0.2,0.0,23.3
BK0101,2020-01-28,5.6,-0.5,0.0,22.9
BK0101,2020-01-29,4.1,-2.3,0.0,18.4
BK0101,2020-01-30,1.6,-5.6,0.0,14.8
BK0101,2020-01-31,6.3,-2.2,1.1,11.7
BK0101,2020-02-01,5.4,-1.0,0.3,7.8
BK0101,2020-02-02,6.3,0.6,3.3,20.5
BK0101,2020-02-03,12.4,0.2,0.5,19.5
BK0101,2020-02-04,13.0,3.3,2.4,15.3
BK0101,2020-02-05,9.3,3.4,0.8,20.9
BK0101,2020-02-06,6.8,2.7,16.5,20.7
BK0101,2020-02-07,14.4,0.8,10.5,47.7
BK0101,2020-02-08,4.8,-2.5,0.0,26.9
BK0101,2020-02-09,6.7,-2.7,0.9,14.1
BK0101,2020-02-10,8.6,3.1,9.5,23.5
BK0101,2020-02-11,7.8,5.5,9.7,18.2
BK0101,2020-02-12,6.9,0.9,0.3,23.1
BK0101,2020-02-13,6.6,2.5,19.4,20.5
BK0101,2020-02-14,2.9,-6.5,0.0,26.4
BK0101,2020-02-15,-2.0,-9.3,0.0,22.4
BK0101,2020-02-16,7.5,-2.7,0.0,17.6
BK0101,2020-02-17,9.7,-0.3,0.0,16.2
BK0101,2020-02-18,9.4,0.4,1.6,16.1
BK0101,2020-02-19,8.0,-0.4,0.0,25.0
BK0101,2020-02-20,3.2,-3.2,0.0,18.4
BK0101,2020-02-21,1.5,-6.4,0.0,18.4
BK0101,2020-02-22,8.6,-3.6,0.0,22.9
BK0101,2020-02-23,11.3,-2.8,0.0,19.1
BK0101,2020-02-24,12.4,-0.7,0.0,15.0
BK0101,2020-02-25,10.6,4.6,3.4,10.8
BK0101,2020-02-26,10.6,5.4,0.1,19.8
BK0101,2020-02-27,9.5,-1.0,10.9,41.3
BK0101,2020-02-28,5.0,-2.7,0.0,35.3
BK0101,2020-02-29,2.5,-3.8,0.2,30.2
BK0101,2020-03-01,6.7,-4.8,0.0,23.5
BK0101,2020-03-02,11.8,-0.9,0.0,28.3
BK0101,2020-03-03,13.2,6.3,4.6,24.3
BK0101,2020-03-04,13.1,5.0,3.9,36.0
BK0101,2020-03-05,10.1,1.2,0.0,18.6
BK0101,2020-03-06,7.4,0.9,3.8,21.9
BK0101,2020-03-07,8.1,0.8,0.4,28.5
BK0101,2020-03-08,13.6,-2.0,0.0,23.1
BK0101,2020-03-09,19.6,3.0,0.0,21.6
BK0101,2020-03-10,15.7,7.8,2.4,26.2
BK0101,2020-03-11,12.8,2.7,0.0,24.9
BK0101,2020-03-12,9.2,1.9,0.6,17.3
BK0101,2020-03-13,19.7,7.3,10.2,33.5
BK0101,2020-03-14,12.4,3.8,0.1,23.2
BK0101,2020-03-15,10.9,2.7,0.1,14.1
BK0101,2020-03-16,6.7,-2.0,0.0,22.0
BK0101,2020-03-17,12.1,3.3,5.1,18.7
BK0101,2020-03-18,9.8,0.8,0.0,17.3
BK0101,2020-03-19,12.5,5.1,17.9,20.9
BK0101,2020-03-20,23.9,7.6,2.2,35.8
BK0101,2020-03-21,16.4,3.9,0.0,24.6
BK0101,2020-03-22,6.1,-0.3,0.0,21.9
BK0101,2020-03-23,6.3,2.0,28.5,28.5
BK0101,2020-03-24,13.6,0.7,0.0,21.8
BK0101,2020-03-25,8.1,2.9,0.3,26.1
BK0101,2020-03-26,12.9,0.4,0.0,20.5
BK0101,2020-03-27,18.0,7.7,0.2,17.2
BK0101,2020-03-28,10.4,5.2,16.0,18.3
BK0101,2020-03-29,12.1,7.3,2.8,23.7
BK0101,2020-03-30,11.9,4.4,5.1,12.9
BK0101,2020-03-31,8.7,4.5,2.1,17.2
BK0101,2020-04-01,12.4,2.2,0.0,19.8
BK0101,2020-04-02,14.1,2.4,0.0,34.2
BK0101,2020-04-03,9.9,5.8,9.3,31.4
BK0101,2020-04-04,14.6,6.9,0.4,17.6
BK0101,2020-04-05,15.6,5.7,0.0,17.4
BK0101,2020-04-06,17.5,7.6,1.0,16.1
BK0101,2020-04-07,16.9,7.1,0.0,22.9
BK0101,2020-04-08,19.2,8.6,5.3,18.4
BK0101,2020-04-09,16.6,6.3,11.2,35.3
BK0101,2020-04-10,9.4,3.5,1.3,39.2
BK0101,2020-04-11,11.4,2.0,0.0,29.1
BK0101,2020-04-12,14.6,1.5,0.0,28.1
BK0101,2020-04-13,18.3,12.2,41.3,55.3
BK0101,2020-04-14,13.4,6.1,0.2,24.0
BK0101,2020-04-15,10.8,4.8,1.4,27.8
BK0101,2020-04-16,8.9,3.3,0.1,28.1
BK0101,2020-04-17,10.3,-0.3,1.7,22.9
BK0101,2020-04-18,8.8,3.8,7.8,28.3
BK0101,2020-04-19,15.6,1.6,0.0,31.3
BK0101,2020-04-20,12.0,6.2,0.0,21.0
BK0101,2020-04-21,14.0,4.6,9.0,29.9
BK0101,2020-04-22,9.4,0.6,0.0,32.0
BK0101,2020-04-23,9.8,0.6,0.3,13.7
BK0101,2020-04-24,9.1,6.1,15.6,28.4
BK0101,2020-04-25,16.5,3.1,0.0,18.3
BK0101,2020-04-26,10.0,6.1,8.1,33.3
BK0101,2020-04-27,8.2,4.6,1.9,26.0
BK0101,2020-04-28,18.0,2.5,0.0,24.3
BK0101,2020-04-29,13.8,5.2,1.3,25.6
BK0101,2020-04-30,15.8,9.6,22.7,41.2
BK0101,2020-05-01,18.5,11.3,11.7,24.3
BK0101,2020-05-02,21.5,8.7,0.0,24.6
BK0101,2020-05-03,24.9,11.6,5.4,19.6
BK0101,2020-05-04,20.5,9.1,0.7,32.3
BK0101,2020-05-05,15.1,6.6,0.0,21.7
BK0101,2020-05-06,11.6,6.8,3.1,18.7
