unique_key,created_date,closed_date,complaint_type,descriptor,incident_zip,latitude,longitude,borough,community_board,bbl
45338954,2020-01-08T08:05:00.000,2020-01-08T12:00:00.000,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",11238,40.68530564305091,-73.96220189353461,BROOKLYN,02 BROOKLYN,3019650072
45336418,2020-01-08T08:36:00.000,2020-01-08T14:00:00.000,Air Quality,"Air: Smoke, Chimney or vent (AS1)",10025,40.79125751106861,-73.96777190610852,MANHATTAN,07 MANHATTAN,1012070001
45339947,2020-01-08T08:45:00.000,2020-01-08T12:00:00.000,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",11206,40.70620734803315,-73.93276946815351,BROOKLYN,01 BROOKLYN,3030930014
45336448,2020-01-08T09:00:00.000,2020-01-24T11:30:00.000,Air Quality,"Air: Dust, Construction/Demolition (AE4)",10027,40.808545453995,-73.94943816520974,MANHATTAN,10 MANHATTAN,1019290057
45337561,2020-01-08T09:04:00.000,2020-01-16T12:45:00.000,Air Quality,"Air: Smoke, Chimney or vent (AS1)",10036,40.76032587595762,-73.99308016988809,MANHATTAN,04 MANHATTAN,1010540056
45337767,2020-01-08T09:07:00.000,2020-01-09T17:45:00.000,Air Quality,"Air: Dust, Construction/Demolition (AE4)",10011,40.73830770956771,-74.00120524751676,MANHATTAN,02 MANHATTAN,1006180052
45340488,2020-01-08T09:16:00.000,2020-01-09T06:15:00.000,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",10304,40.60644572513427,-74.08734112425583,STATEN ISLAND,02 STATEN ISLAND,
45344671,2020-01-08T10:30:00.000,2020-01-09T13:45:00.000,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",11362,40.75716037182956,-73.73224339993466,QUEENS,11 QUEENS,4082760559
45338596,2020-01-08T10:30:00.000,2020-01-09T16:00:00.000,Air Quality,"Air: Smoke, Chimney or vent (AS1)",10036,40.76032587595762,-73.99308016988809,MANHATTAN,04 MANHATTAN,1010540056
45341555,2020-01-08T11:34:00.000,2020-01-09T12:45:00.000,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",10033,40.84721110429324,-73.9397799230405,MANHATTAN,12 MANHATTAN,
